gender,region,degree_type,parent_education,medium_of_instruction,internet_quality,coaching_enrolled,financial_stress,num_subjects,study_hours_per_week,attendance_rate,sleep_hours_avg,extracurricular_count,prev_cgpa,internal_marks_pct,assignment_completion_pct,ai_reliance,independent_after_ai,ai_anxiety,verify_ai_answers,reduced_thinking_effort,ai_assignment_pct,multitask_studying,shortform_consumption,doomscroll_sleep,nonstudy_screen_time,ai_usage_frequency,ai_authenticity_risk,stylometric_consistency,comprehension_depth,reasoning_coherence,code_originality,cross_modal_consistency,learning_trajectory_slope,knowledge_boundary_breadth,conceptual_error_rate,authentic_engagement,dominant_error_type,target
Male,Northeast,BCA,Graduate,Regional,3G/Moderate,No,2,5,16.3,66.0,7.9,1,6.98,86.4,64.6,3.0,1.0,4.0,5.0,2.0,88.0,3.0,3.0,4.0,3.0,5+/day,0.436,77.8,71.3,68.1,51.0,60.5,0.016666666666666666,67.6,0.421,66.8,Language,At-Risk
Male,North,B.Tech,Below 10th,English,4G/Good,No,3,8,19.0,78.7,8.3,5,5.55,67.6,67.0,2.0,2.0,4.0,4.0,5.0,38.0,4.0,3.0,3.0,7.0,5+/day,0.449,51.2,72.3,52.5,53.0,76.1,-0.07366666666666667,58.3,0.333,66.5,Procedural,Pass
Female,West,BCA,Post-Graduate,Regional,4G/Good,No,7,8,25.6,73.3,6.6,5,6.26,72.7,41.7,3.0,4.0,5.0,3.0,4.0,63.0,2.0,4.0,3.0,3.0,3-5/day,0.425,59.8,60.3,55.3,64.6,77.4,0.156,66.7,0.561,67.4,Language,At-Risk
Male,South,B.Tech,10th Pass,English,5G/Excellent,Yes,10,8,13.0,72.2,7.8,1,5.61,62.5,69.1,5.0,3.0,4.0,2.0,2.0,63.0,3.0,3.0,1.0,3.0,5+/day,0.499,28.0,37.4,44.0,36.8,71.8,0.18533333333333335,41.3,0.568,46.3,Procedural,Fail
Male,Northeast,MCA,Graduate,Hindi,3G/Moderate,No,10,5,17.1,82.6,4.8,0,4.23,36.6,42.6,5.0,3.0,5.0,3.0,4.0,88.0,3.0,4.0,3.0,5.0,5+/day,0.66,37.5,48.4,20.1,37.5,59.6,-0.32166666666666666,44.0,0.536,43.9,Conceptual,Fail
Female,East,B.Tech,12th Pass,English,4G/Good,No,8,8,10.9,81.8,7.6,4,6.0,79.4,56.1,2.0,1.0,2.0,2.0,5.0,63.0,4.0,4.0,3.0,1.0,3-5/day,0.699,29.1,49.7,32.5,28.1,40.9,-0.2733333333333333,31.1,0.55,42.5,Conceptual,At-Risk
Male,South,MCA,10th Pass,English,3G/Moderate,No,9,5,29.7,72.9,7.1,3,4.48,42.5,44.0,5.0,3.0,5.0,3.0,4.0,88.0,3.0,4.0,3.0,5.0,5+/day,0.676,40.0,23.0,42.5,30.0,74.7,-0.2796666666666667,35.4,0.696,42.6,Conceptual,Fail
Male,East,B.Tech,Graduate,English,3G/Moderate,Yes,8,4,21.8,62.6,10.2,3,7.79,80.8,53.8,2.0,2.0,3.0,2.0,3.0,63.0,3.0,3.0,2.0,7.0,5+/day,0.51,54.2,57.6,57.7,51.2,60.1,0.08533333333333333,56.4,0.324,67.1,Minimal,At-Risk
Male,South,M.Tech,Graduate,Regional,4G/Good,No,7,8,15.5,86.9,5.9,5,5.85,33.8,77.9,4.0,2.0,4.0,3.0,4.0,38.0,3.0,3.0,4.0,5.0,3-5/day,0.471,66.1,44.9,57.1,46.6,41.0,-0.08133333333333333,48.6,0.498,51.4,Language,At-Risk
Female,East,B.Tech,10th Pass,Regional,4G/Good,No,10,7,18.4,94.6,8.4,2,5.38,61.0,29.8,5.0,3.0,4.0,2.0,5.0,13.0,1.0,4.0,1.0,7.0,5+/day,0.549,39.8,51.7,52.9,39.3,65.4,0.105,54.5,0.523,50.8,Language,At-Risk
Female,North,BCA,12th Pass,English,4G/Good,Yes,1,6,8.6,74.6,7.9,3,7.65,86.1,63.6,2.0,2.0,3.0,2.0,3.0,63.0,3.0,3.0,2.0,7.0,5+/day,0.337,48.2,47.7,55.0,66.5,64.6,0.537,53.7,0.504,70.8,Minimal,Pass
Female,Central,B.E.,10th Pass,Regional,3G/Moderate,No,1,5,21.2,77.4,6.3,3,6.74,48.6,71.2,2.0,2.0,3.0,2.0,3.0,63.0,3.0,3.0,2.0,7.0,5+/day,0.455,56.1,50.9,46.0,61.2,60.1,0.19899999999999998,52.9,0.38,61.7,Language,Pass
Female,South,B.E.,Graduate,Hindi,5G/Excellent,Yes,8,4,20.7,91.8,3.8,5,6.16,63.9,54.9,3.0,3.0,3.0,1.0,3.0,13.0,4.0,3.0,3.0,3.0,5+/day,0.436,57.2,64.2,66.5,57.2,77.3,0.13666666666666666,55.0,0.482,66.2,Minimal,Pass
Male,South,BCA,10th Pass,Regional,2G/Slow,Yes,7,4,5.6,94.6,5.9,5,3.0,14.6,69.7,3.0,4.0,5.0,4.0,5.0,88.0,2.0,4.0,3.0,5.0,5+/day,0.468,28.5,13.1,40.0,32.6,14.1,-0.3753333333333333,26.1,0.709,39.4,Language,Fail
Male,West,B.Com,Graduate,English,4G/Good,No,2,6,12.9,76.5,6.3,4,6.81,63.2,51.8,5.0,3.0,5.0,2.0,4.0,88.0,3.0,3.0,3.0,5.0,5+/day,0.732,14.8,46.8,39.3,19.5,64.3,-0.5426666666666666,49.0,0.644,36.7,Conceptual,At-Risk
Female,South,B.Tech,10th Pass,English,4G/Good,Yes,9,8,15.9,80.8,7.9,5,5.9,70.6,36.2,3.0,2.0,4.0,1.0,4.0,63.0,2.0,3.0,3.0,1.0,5+/day,0.562,27.9,41.9,45.2,23.5,65.5,-0.27699999999999997,30.9,0.662,40.9,Procedural,At-Risk
Male,Northeast,B.Com,Below 10th,Hindi,4G/Good,No,10,7,16.0,99.7,6.9,4,4.3,39.0,29.7,5.0,4.0,3.0,1.0,4.0,13.0,3.0,3.0,3.0,7.0,5+/day,0.58,53.8,32.5,41.5,44.6,64.8,-0.26633333333333337,29.4,0.738,42.6,Conceptual,Fail
Male,South,BCA,10th Pass,English,5G/Excellent,No,7,6,14.5,92.5,6.6,0,5.86,61.9,60.6,4.0,2.0,2.0,1.0,4.0,63.0,3.0,3.0,3.0,5.0,5+/day,0.728,41.7,39.8,51.6,27.1,51.8,-0.11733333333333333,53.2,0.58,43.3,Minimal,At-Risk
Male,West,MCA,10th Pass,Hindi,4G/Good,No,9,8,18.9,68.3,7.7,5,5.28,56.9,76.1,3.0,2.0,4.0,1.0,4.0,63.0,2.0,3.0,3.0,1.0,5+/day,0.604,31.6,38.5,41.7,31.7,80.0,-0.20233333333333334,39.8,0.491,45.8,Conceptual,Fail
Male,North,B.E.,12th Pass,English,3G/Moderate,No,1,8,27.8,61.4,7.7,5,6.74,55.7,67.4,4.0,4.0,5.0,1.0,4.0,38.0,2.0,3.0,4.0,1.0,5+/day,0.444,65.4,51.4,57.2,60.2,84.7,0.37166666666666665,72.4,0.425,69.8,Minimal,At-Risk
Other,Northeast,B.E.,10th Pass,English,4G/Good,Yes,3,5,21.4,78.7,8.0,4,6.96,58.2,43.2,5.0,2.0,1.0,1.0,5.0,88.0,4.0,3.0,1.0,5.0,3-5/day,1.0,0.0,34.2,28.2,5.4,22.3,-0.14166666666666666,28.2,0.659,39.8,Procedural,Fail
Male,West,M.Tech,Graduate,English,4G/Good,No,10,7,26.2,70.4,5.2,0,7.04,72.0,51.5,4.0,5.0,4.0,2.0,5.0,38.0,2.0,2.0,4.0,5.0,5+/day,0.479,57.2,68.8,54.6,52.7,73.2,0.018666666666666668,71.7,0.331,72.3,Minimal,At-Risk
Male,North,B.E.,10th Pass,Regional,No Access,No,2,7,20.6,87.6,8.0,0,6.71,72.6,77.7,2.0,3.0,2.0,3.0,1.0,13.0,1.0,3.0,1.0,1.0,1-3/day,0.148,91.4,72.4,85.2,72.4,60.1,0.511,72.5,0.265,88.2,Language,Pass
Male,North,B.E.,Graduate,English,5G/Excellent,No,6,5,15.8,90.6,8.5,1,5.99,38.7,44.6,5.0,3.0,4.0,3.0,5.0,88.0,3.0,3.0,4.0,7.0,5+/day,0.753,32.7,46.1,38.9,27.4,70.2,-0.4143333333333334,41.7,0.425,43.8,Procedural,Fail
Other,South,B.Tech,12th Pass,English,2G/Slow,No,10,8,16.8,85.1,10.5,3,6.08,85.0,44.4,3.0,3.0,4.0,4.0,5.0,13.0,4.0,3.0,3.0,3.0,5+/day,0.347,54.7,61.3,49.2,57.7,68.6,-0.0003333333333333333,59.4,0.493,65.9,Minimal,Pass
Male,Central,B.Tech,Post-Graduate,Hindi,4G/Good,No,4,8,23.6,72.3,7.2,4,6.51,56.0,86.7,3.0,2.0,3.0,2.0,4.0,88.0,4.0,1.0,1.0,1.0,1-3/day,0.438,48.7,53.4,55.2,52.8,70.4,0.036,41.1,0.501,56.2,Conceptual,At-Risk
Male,South,BCA,Post-Graduate,Hindi,4G/Good,No,2,7,21.8,66.8,8.1,0,6.22,66.2,39.9,5.0,1.0,5.0,1.0,5.0,38.0,1.0,3.0,2.0,3.0,5+/day,0.688,36.0,37.1,34.3,28.0,50.4,-0.16166666666666665,47.9,0.57,38.6,Conceptual,Fail
Female,South,BCA,Graduate,Hindi,5G/Excellent,No,2,7,27.3,89.9,7.2,3,8.0,78.0,75.6,1.0,1.0,4.0,2.0,4.0,88.0,2.0,4.0,3.0,7.0,5+/day,0.497,54.1,70.2,58.0,52.1,66.2,0.41933333333333334,62.7,0.311,68.6,Minimal,Pass
Female,North,BCA,Graduate,Regional,4G/Good,No,6,7,18.0,91.9,7.4,5,5.33,54.7,46.0,4.0,2.0,5.0,3.0,1.0,38.0,2.0,3.0,4.0,5.0,5+/day,0.469,68.6,57.0,59.5,52.6,77.4,0.06433333333333334,40.2,0.51,58.3,Language,Pass
Male,South,B.Tech,10th Pass,English,4G/Good,No,9,7,8.2,95.3,8.1,4,3.93,37.1,52.6,4.0,4.0,5.0,2.0,5.0,13.0,3.0,2.0,4.0,5.0,5+/day,0.522,49.3,36.8,27.7,35.4,49.7,-0.5163333333333333,51.5,0.661,43.4,Conceptual,Fail
Male,East,B.E.,Graduate,English,3G/Moderate,Yes,6,8,16.6,78.5,4.1,5,6.17,52.4,77.1,5.0,5.0,3.0,1.0,3.0,13.0,2.0,3.0,4.0,5.0,3-5/day,0.61,46.2,58.9,53.3,45.5,82.7,-0.09633333333333333,53.3,0.488,53.8,Minimal,Pass
Male,Central,B.E.,Post-Graduate,Regional,4G/Good,No,4,7,7.6,80.9,6.9,3,5.12,46.6,61.2,4.0,3.0,4.0,1.0,4.0,38.0,2.0,3.0,4.0,7.0,3-5/day,0.594,58.1,47.8,37.1,42.7,68.6,-0.18133333333333335,36.9,0.559,51.1,Language,At-Risk
Male,East,B.E.,Below 10th,Regional,3G/Moderate,No,9,8,17.1,91.7,7.0,0,4.74,41.3,19.9,3.0,4.0,3.0,5.0,5.0,63.0,3.0,2.0,3.0,3.0,3-5/day,0.384,70.0,55.8,44.6,39.2,48.8,0.18466666666666667,55.0,0.426,66.2,Language,At-Risk
Male,Northeast,M.Tech,12th Pass,Hindi,5G/Excellent,No,2,5,9.8,82.1,5.6,3,5.83,33.6,70.1,2.0,4.0,5.0,1.0,2.0,63.0,3.0,3.0,3.0,5.0,5+/day,0.313,85.2,69.8,46.4,66.7,39.8,0.4836666666666667,57.6,0.43,70.2,Conceptual,Pass
Male,East,MCA,10th Pass,English,3G/Moderate,Yes,6,4,17.3,75.1,4.2,5,6.29,68.0,75.1,4.0,3.0,4.0,4.0,5.0,88.0,4.0,4.0,4.0,3.0,5+/day,0.51,40.1,47.3,48.6,45.1,72.0,-0.3293333333333333,57.6,0.454,48.2,Procedural,At-Risk
Male,North,B.Tech,12th Pass,English,3G/Moderate,No,7,5,19.0,71.9,5.8,2,4.3,35.5,46.1,5.0,2.0,4.0,3.0,4.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.64,25.7,27.4,22.0,34.1,60.6,-0.48833333333333334,28.6,0.693,33.7,Conceptual,Fail
Male,South,M.Tech,12th Pass,English,4G/Good,No,3,5,17.2,90.6,7.0,3,6.56,94.3,64.2,2.0,2.0,4.0,1.0,4.0,13.0,3.0,1.0,4.0,7.0,5+/day,0.424,59.3,60.9,64.7,65.5,55.4,0.008,69.5,0.443,70.5,Procedural,Pass
Female,East,B.E.,12th Pass,Hindi,4G/Good,Yes,4,6,16.1,78.5,6.2,5,5.08,58.1,40.6,5.0,4.0,4.0,4.0,4.0,38.0,3.0,1.0,3.0,7.0,5+/day,0.479,49.5,51.8,44.2,35.7,84.6,0.022333333333333334,59.5,0.514,57.3,Conceptual,Pass
Female,Central,BCA,12th Pass,English,4G/Good,No,7,5,15.3,75.5,6.9,2,5.63,54.9,48.6,4.0,2.0,4.0,1.0,2.0,13.0,3.0,2.0,3.0,5.0,5+/day,0.496,68.7,43.7,39.7,40.9,67.3,-0.5106666666666667,36.5,0.7,47.0,Conceptual,At-Risk
Female,Northeast,B.Tech,Post-Graduate,English,3G/Moderate,No,9,6,25.9,87.4,5.1,5,6.72,69.6,42.1,4.0,1.0,5.0,2.0,4.0,88.0,3.0,4.0,4.0,5.0,5+/day,0.837,14.0,34.8,31.6,25.5,35.2,-0.4383333333333333,38.6,0.564,32.8,Procedural,Fail
Male,North,BCA,12th Pass,English,2G/Slow,No,5,6,20.0,73.5,6.7,4,5.27,39.0,59.6,5.0,1.0,5.0,2.0,3.0,63.0,4.0,3.0,3.0,7.0,5+/day,0.68,36.9,42.9,41.1,18.8,78.6,-0.5866666666666667,22.3,0.545,35.8,Conceptual,Fail
Male,North,B.Tech,Graduate,Hindi,3G/Moderate,Yes,2,6,7.4,75.1,7.0,5,6.03,81.1,54.1,3.0,3.0,3.0,1.0,1.0,63.0,3.0,4.0,4.0,7.0,3-5/day,0.362,63.3,66.1,57.0,53.5,67.4,-0.009333333333333334,55.8,0.466,66.7,Minimal,Pass
Female,North,B.E.,10th Pass,English,4G/Good,No,8,5,18.9,82.5,4.6,0,4.52,43.3,49.1,4.0,4.0,3.0,4.0,5.0,63.0,4.0,4.0,4.0,5.0,Never,0.568,46.4,40.0,34.6,45.8,77.7,0.07666666666666667,41.1,0.558,51.0,Conceptual,At-Risk
Male,Central,B.Tech,12th Pass,Hindi,4G/Good,Yes,9,4,28.6,76.4,4.4,3,7.27,83.2,68.3,3.0,2.0,5.0,1.0,5.0,88.0,3.0,3.0,3.0,7.0,3-5/day,0.598,35.1,53.8,49.6,44.5,63.1,0.23966666666666667,72.6,0.647,58.6,Minimal,At-Risk
Male,Northeast,B.Tech,12th Pass,Hindi,4G/Good,No,2,6,14.8,99.0,7.7,3,6.96,70.4,46.7,3.0,5.0,4.0,3.0,5.0,88.0,4.0,3.0,3.0,5.0,3-5/day,0.54,51.4,70.1,44.2,49.4,73.2,-0.08600000000000001,59.8,0.399,59.2,Minimal,Pass
Female,West,B.Tech,10th Pass,English,4G/Good,Yes,10,7,15.3,88.4,6.7,5,6.45,82.5,60.3,3.0,4.0,4.0,2.0,4.0,13.0,2.0,3.0,4.0,7.0,5+/day,0.279,78.0,81.2,80.9,66.9,92.3,0.27099999999999996,75.8,0.172,74.1,Minimal,Pass
Female,South,B.Tech,10th Pass,Hindi,4G/Good,No,10,7,22.4,83.5,5.0,5,5.86,59.8,36.3,4.0,2.0,3.0,5.0,5.0,13.0,3.0,4.0,3.0,7.0,5+/day,0.561,66.2,53.2,53.4,46.0,59.6,-0.13733333333333334,50.1,0.523,54.7,Conceptual,At-Risk
Female,East,B.Tech,12th Pass,English,5G/Excellent,Yes,1,8,12.0,98.9,5.9,3,7.59,58.9,35.1,2.0,2.0,2.0,1.0,4.0,88.0,4.0,3.0,4.0,5.0,3-5/day,0.587,47.8,49.8,52.9,41.6,60.7,0.05933333333333333,46.5,0.519,57.9,Procedural,Pass
Male,South,BCA,12th Pass,English,3G/Moderate,No,4,7,9.7,83.0,7.2,0,7.21,72.2,75.9,4.0,1.0,3.0,2.0,3.0,88.0,3.0,3.0,3.0,7.0,3-5/day,0.738,27.3,42.1,43.5,36.8,40.3,-0.49266666666666664,50.6,0.456,43.2,Conceptual,At-Risk
Male,South,B.Tech,12th Pass,Hindi,4G/Good,No,1,7,7.0,95.0,5.1,5,6.68,64.0,26.6,5.0,3.0,4.0,5.0,3.0,63.0,4.0,4.0,4.0,5.0,3-5/day,0.583,62.6,47.7,52.0,36.6,59.7,-0.21166666666666667,50.0,0.551,52.6,Minimal,At-Risk
Female,East,BCA,10th Pass,Hindi,4G/Good,No,1,6,22.8,70.1,8.8,3,6.16,62.3,32.5,4.0,2.0,5.0,2.0,2.0,38.0,4.0,1.0,3.0,1.0,5+/day,0.528,38.2,54.1,54.0,53.9,75.6,-0.13366666666666668,53.1,0.558,54.5,Procedural,At-Risk
Male,North,B.Tech,10th Pass,Hindi,3G/Moderate,Yes,5,5,24.1,74.4,7.3,4,5.29,56.3,28.0,3.0,4.0,4.0,3.0,5.0,38.0,2.0,2.0,3.0,7.0,5+/day,0.296,85.3,64.9,62.0,60.6,41.7,0.11366666666666668,61.9,0.391,69.0,Minimal,At-Risk
Female,North,B.Com,12th Pass,Hindi,4G/Good,Yes,7,7,13.9,70.5,7.7,4,4.22,29.2,41.0,4.0,1.0,5.0,4.0,5.0,38.0,3.0,1.0,2.0,7.0,5+/day,0.677,55.7,28.8,22.0,37.7,60.9,0.031,27.1,0.722,41.3,Conceptual,Fail
Female,Central,B.Com,Below 10th,Regional,4G/Good,No,3,5,9.9,88.1,6.8,4,5.01,58.7,44.8,2.0,2.0,4.0,4.0,5.0,38.0,4.0,3.0,3.0,7.0,5+/day,0.462,67.6,48.5,38.7,49.4,72.1,-0.27699999999999997,49.8,0.52,51.3,Conceptual,At-Risk
Female,West,B.Tech,10th Pass,English,3G/Moderate,Yes,7,4,24.1,63.5,7.4,4,6.81,41.5,44.8,3.0,2.0,3.0,2.0,4.0,88.0,4.0,1.0,1.0,1.0,1-3/day,0.38,62.1,47.5,52.3,44.5,45.5,0.10033333333333333,48.4,0.458,58.4,Conceptual,At-Risk
Male,South,BCA,Below 10th,Hindi,4G/Good,Yes,5,7,17.1,85.8,9.7,1,6.98,71.0,70.5,1.0,2.0,4.0,4.0,4.0,88.0,4.0,4.0,4.0,5.0,3-5/day,0.5,39.3,64.0,55.0,60.8,77.0,0.23299999999999998,52.0,0.395,61.3,Procedural,Pass
Male,East,B.Tech,Below 10th,Hindi,4G/Good,No,10,4,4.0,76.1,5.8,1,3.62,46.8,41.0,3.0,4.0,2.0,4.0,4.0,88.0,1.0,4.0,3.0,1.0,5+/day,0.566,37.1,41.8,33.3,46.4,67.3,-0.206,35.3,0.734,44.8,Conceptual,At-Risk
Female,South,B.Com,10th Pass,English,3G/Moderate,No,8,4,20.6,83.6,5.9,4,4.88,62.4,57.6,4.0,3.0,3.0,1.0,1.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.523,60.7,60.2,52.5,44.9,64.0,0.106,47.7,0.629,63.6,Minimal,At-Risk
Female,West,B.E.,Below 10th,English,4G/Good,Yes,7,8,20.0,81.8,9.7,3,5.25,52.0,57.2,3.0,3.0,4.0,1.0,4.0,88.0,2.0,4.0,3.0,1.0,3-5/day,0.609,36.4,44.6,37.7,38.1,73.7,-0.26666666666666666,37.5,0.523,45.7,Procedural,At-Risk
Female,West,B.Tech,10th Pass,Hindi,4G/Good,No,1,5,27.7,88.7,8.5,4,7.31,48.8,81.1,4.0,3.0,4.0,4.0,5.0,88.0,4.0,4.0,4.0,3.0,5+/day,0.494,49.5,50.7,61.9,52.8,75.0,0.02,64.8,0.386,61.4,Procedural,Pass
Male,West,B.Tech,Graduate,English,2G/Slow,No,1,5,23.9,100.0,6.2,1,7.28,64.0,36.7,2.0,2.0,2.0,1.0,4.0,88.0,4.0,3.0,4.0,5.0,3-5/day,0.642,51.5,44.3,35.2,30.4,55.7,-0.264,51.7,0.472,50.5,Conceptual,At-Risk
Male,West,B.Tech,Below 10th,English,2G/Slow,Yes,7,8,24.3,100.0,5.3,1,4.08,42.4,33.9,4.0,1.0,5.0,2.0,4.0,38.0,1.0,3.0,2.0,7.0,5+/day,0.532,38.5,19.3,18.5,19.3,71.1,-0.36766666666666664,27.9,0.788,34.0,Conceptual,Fail
Female,North,B.E.,12th Pass,Hindi,4G/Good,No,6,6,11.9,91.8,5.9,0,5.53,65.0,61.3,4.0,2.0,4.0,3.0,2.0,63.0,1.0,4.0,4.0,3.0,5+/day,0.409,47.2,56.6,45.1,48.3,78.3,-0.25466666666666665,46.5,0.407,52.8,Conceptual,Pass
Female,South,BCA,Post-Graduate,Regional,4G/Good,Yes,9,8,8.5,77.9,9.6,0,6.48,80.3,29.8,5.0,3.0,5.0,4.0,2.0,13.0,3.0,3.0,3.0,5.0,5+/day,0.276,76.9,62.8,55.4,54.5,84.5,0.22466666666666668,63.0,0.494,69.3,Language,Pass
Female,South,B.E.,Graduate,Regional,5G/Excellent,Yes,8,8,21.6,84.3,6.6,3,6.68,77.6,52.3,5.0,2.0,2.0,3.0,3.0,63.0,4.0,3.0,3.0,5.0,3-5/day,0.428,51.0,52.0,50.2,38.4,69.1,-0.10966666666666668,63.1,0.54,52.0,Language,Pass
Male,South,B.E.,10th Pass,English,2G/Slow,Yes,6,8,18.1,77.2,8.1,0,5.86,53.3,30.0,5.0,4.0,3.0,2.0,4.0,88.0,1.0,3.0,3.0,3.0,5+/day,0.672,37.3,51.7,35.9,30.2,73.0,-0.19999999999999998,49.6,0.546,48.9,Procedural,At-Risk
Female,West,B.Tech,Post-Graduate,Hindi,2G/Slow,Yes,6,4,22.5,73.2,6.9,2,6.8,54.7,66.6,3.0,2.0,5.0,3.0,4.0,38.0,3.0,3.0,2.0,1.0,5+/day,0.52,52.7,42.2,53.2,43.7,76.1,0.20966666666666667,49.6,0.614,54.5,Minimal,At-Risk
Female,South,B.Tech,10th Pass,English,2G/Slow,No,9,5,18.9,58.6,7.0,2,4.98,66.2,64.4,4.0,5.0,4.0,2.0,3.0,38.0,1.0,4.0,2.0,3.0,1-3/day,0.431,64.7,56.3,65.8,53.5,72.7,0.22833333333333336,51.4,0.417,62.1,Procedural,Fail
Female,North,B.Tech,Below 10th,English,4G/Good,Yes,4,6,28.1,79.3,7.4,5,6.62,50.7,53.4,2.0,2.0,1.0,4.0,5.0,88.0,4.0,3.0,2.0,7.0,3-5/day,0.534,62.0,57.9,54.9,55.6,81.5,0.171,54.6,0.473,59.6,Procedural,Pass
Male,South,MCA,Post-Graduate,Regional,4G/Good,No,9,7,15.0,85.3,6.3,0,6.48,49.8,52.4,3.0,2.0,5.0,1.0,4.0,63.0,1.0,3.0,2.0,3.0,1-3/day,0.607,45.8,42.8,46.0,41.0,74.6,0.24366666666666667,36.6,0.514,53.6,Conceptual,At-Risk
Male,Central,B.Tech,Graduate,English,4G/Good,No,8,7,18.3,89.3,6.1,2,6.44,68.9,78.1,3.0,4.0,4.0,3.0,5.0,38.0,2.0,2.0,3.0,7.0,5+/day,0.354,75.3,56.6,53.4,64.8,82.2,0.298,59.4,0.24,70.6,Procedural,Pass
Female,North,BCA,12th Pass,English,4G/Good,No,3,7,13.6,83.4,8.9,5,6.32,47.1,53.9,4.0,2.0,4.0,1.0,2.0,88.0,4.0,3.0,3.0,7.0,1-3/day,0.483,33.1,53.6,38.1,34.6,60.3,-0.14866666666666667,54.0,0.628,48.1,Conceptual,At-Risk
Male,East,B.Tech,Graduate,Regional,4G/Good,No,4,6,11.9,73.7,6.2,1,5.84,50.3,47.5,4.0,2.0,4.0,2.0,3.0,63.0,3.0,4.0,2.0,7.0,5+/day,0.488,57.5,58.5,50.0,44.8,71.1,-0.06033333333333333,53.6,0.486,54.1,Conceptual,Fail
Male,South,B.Tech,Graduate,Regional,5G/Excellent,No,7,7,27.3,76.0,7.3,4,6.2,61.4,69.8,4.0,3.0,4.0,1.0,2.0,13.0,1.0,4.0,4.0,7.0,5+/day,0.365,67.1,74.2,66.6,67.9,63.8,0.2313333333333333,66.0,0.425,74.5,Language,Pass
Female,North,BCA,10th Pass,Regional,2G/Slow,Yes,3,6,17.2,93.1,8.1,4,7.15,72.8,74.4,5.0,4.0,3.0,5.0,5.0,88.0,4.0,4.0,4.0,5.0,5+/day,0.543,39.7,50.6,49.7,50.5,60.7,0.10766666666666667,59.6,0.414,59.6,Language,Pass
Male,East,B.E.,10th Pass,Regional,2G/Slow,No,3,7,35.3,61.5,7.4,2,7.15,71.1,69.0,3.0,2.0,4.0,2.0,2.0,13.0,3.0,3.0,3.0,1.0,5+/day,0.322,75.6,74.7,78.2,60.8,76.7,0.284,71.6,0.311,74.2,Language,Pass
Female,West,B.E.,12th Pass,Hindi,3G/Moderate,No,8,7,8.6,75.9,7.6,1,4.75,44.7,46.1,4.0,2.0,5.0,3.0,3.0,63.0,4.0,3.0,3.0,1.0,1-3/day,0.417,61.2,39.6,36.7,41.2,52.0,-0.17766666666666667,31.0,0.66,43.1,Conceptual,Fail
Male,East,BCA,Post-Graduate,English,No Access,Yes,5,6,18.7,82.3,4.1,1,6.44,51.1,73.4,3.0,4.0,2.0,3.0,4.0,38.0,2.0,1.0,3.0,3.0,5+/day,0.334,52.3,70.6,71.7,64.2,56.8,0.27199999999999996,59.7,0.302,75.7,Conceptual,Pass
Female,Northeast,B.E.,Below 10th,Hindi,5G/Excellent,No,5,5,19.1,77.1,6.9,0,6.91,45.8,61.5,3.0,1.0,4.0,3.0,5.0,63.0,3.0,4.0,4.0,7.0,3-5/day,0.498,55.1,51.6,36.8,41.9,54.8,-0.2886666666666667,47.8,0.465,53.3,Procedural,Fail
Other,South,B.Tech,Graduate,English,3G/Moderate,No,8,6,26.7,63.8,8.4,5,6.73,62.8,56.2,5.0,1.0,4.0,4.0,5.0,88.0,3.0,2.0,4.0,3.0,3-5/day,0.653,41.0,50.6,59.7,51.2,58.0,-0.38766666666666666,61.0,0.435,46.4,Minimal,Fail
Male,North,BCA,Below 10th,English,4G/Good,Yes,6,6,11.8,93.2,9.9,5,4.98,45.6,50.1,3.0,2.0,5.0,3.0,4.0,38.0,3.0,3.0,2.0,1.0,5+/day,0.547,39.6,48.1,33.0,40.9,68.5,-0.06066666666666667,30.3,0.579,42.4,Conceptual,At-Risk
Male,Central,BCA,12th Pass,Regional,3G/Moderate,No,5,8,13.8,96.0,8.3,1,5.91,79.8,65.4,3.0,2.0,5.0,3.0,4.0,38.0,3.0,3.0,2.0,1.0,5+/day,0.369,55.1,71.5,69.4,60.6,75.9,0.4126666666666667,60.6,0.375,76.2,Language,Pass
Male,South,B.Tech,12th Pass,Hindi,3G/Moderate,Yes,1,4,8.1,70.2,6.9,1,4.98,39.7,55.9,4.0,1.0,3.0,2.0,4.0,38.0,4.0,3.0,3.0,3.0,5+/day,0.634,26.4,35.9,28.4,27.0,63.9,-0.03666666666666667,39.2,0.74,48.4,Conceptual,Fail
Male,East,B.E.,Graduate,English,3G/Moderate,Yes,5,4,28.3,43.5,7.4,1,6.23,60.2,73.7,4.0,2.0,4.0,3.0,4.0,63.0,3.0,4.0,3.0,3.0,5+/day,0.665,35.4,51.1,44.8,30.3,64.7,-0.10766666666666667,42.2,0.496,47.3,Conceptual,Fail
Female,West,B.Tech,Below 10th,English,3G/Moderate,No,8,5,5.9,100.0,7.6,5,4.63,37.1,49.0,4.0,1.0,5.0,4.0,5.0,38.0,3.0,1.0,2.0,7.0,5+/day,0.751,36.3,34.5,27.9,29.0,74.3,-0.4046666666666667,15.1,0.729,35.3,Conceptual,Fail
